Age,Attrition,DistanceFromHome,Education,EmployeeID,JobLevel,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,AverageHoursPerDay,IrregularDays
44,0,1,2,2565,4,187110,2.0,12,1,10.0,0,2,2,2,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,3,3,2.0,1.0,3.0,7.078182471264368,29
34,1,27,2,2566,1,36920,1.0,12,1,5.0,5,5,3,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,3,3,4.0,1.0,3.0,10.21411495911496,30
56,1,1,2,2567,5,25590,1.0,21,0,5.0,3,4,1,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,3,4,1.0,4.0,3.0,6.8956180555555555,21
36,0,13,3,2568,3,25170,2.0,14,0,12.0,3,4,1,3,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,3,3,3.0,2.0,1.0,7.319204331450094,25
42,0,7,3,2570,2,182650,9.0,12,1,18.0,4,13,5,7,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,3,3,3.0,1.0,4.0,7.415789855072464,31
31,0,9,4,2571,1,161240,2.0,23,1,8.0,2,5,1,4,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2,4,3.0,4.0,3.0,8.317417480241748,22
34,0,8,1,2572,3,25850,3.0,12,0,9.0,5,4,0,1,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,3,3,4.0,4.0,2.0,9.213606557377048,17
31,0,25,2,2573,3,182130,8.0,21,2,4.0,3,2,2,2,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,4,4,1.0,3.0,2.0,6.783251705653021,33
26,0,16,2,2574,2,83800,0.0,14,0,8.0,3,7,7,7,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,4,3,3.0,4.0,3.0,6.094803383630544,18
45,0,8,4,2575,2,29940,4.0,18,1,12.0,2,4,0,3,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,3,3,2.0,3.0,3.0,7.7881630086877,18
33,0,1,3,2576,5,12230,1.0,13,1,10.0,3,10,0,9,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,3,3,2.0,3.0,2.0,6.3669327731092435,23
28,0,8,3,2577,4,11180,1.0,11,0,7.0,3,7,0,7,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,3,3,3.0,4.0,3.0,10.595948195030473,24
29,1,2,4,2578,2,28750,1.0,11,0,1.0,3,1,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,3,3,3.0,1.0,3.0,6.79014344262295,17
39,0,8,5,2579,2,188240,6.0,19,1,10.0,4,3,1,2,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,3,3,1.0,3.0,3.0,6.2782693236714975,31
27,0,3,2,2580,2,135770,1.0,12,1,6.0,2,5,1,2,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,3,3,2.0,2.0,2.0,7.282654195011339,16
34,0,9,4,2581,2,26250,1.0,12,3,16.0,4,15,6,11,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,3,3,3.0,4.0,3.0,8.898696493624774,17
28,1,25,3,2582,1,187890,3.0,16,1,6.0,4,2,2,2,False,True,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,3,3,4.0,3.0,3.0,9.392832403533241,22
47,0,1,4,2583,1,45380,8.0,11,0,16.0,3,8,1,7,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,3,3,3.0,2.0,4.0,5.995739568682607,24
39,0,1,3,2585,1,105120,1.0,12,1,10.0,2,10,7,9,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,3,3,1.0,1.0,3.0,7.018032693187013,18
38,0,4,2,2586,1,44440,1.0,13,0,20.0,2,20,0,7,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,3,3,4.0,2.0,3.0,10.800123716153127,23
58,0,5,3,2587,5,21540,4.0,21,1,29.0,3,1,0,0,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,3,4,4.0,4.0,2.0,9.88089598108747,26
32,1,9,3,2588,2,191900,3.0,17,1,8.0,2,4,0,3,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,3,3,1.0,3.0,3.0,10.220263593380615,26
38,0,3,4,2589,1,44900,2.0,21,1,10.0,1,5,0,3,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3,4,2.0,4.0,4.0,7.61587962962963,21
49,0,11,4,2590,2,35060,3.0,11,1,28.0,4,5,4,3,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,2,3,2.0,4.0,3.0,6.336143790849673,23
42,0,1,3,2591,1,23720,3.0,12,1,14.0,3,0,0,0,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,3,2.0,4.0,3.0,8.703656028368794,26
27,1,8,1,2592,4,102310,1.0,13,1,1.0,2,1,0,0,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,3,3,1.0,2.0,3.0,6.4536290708812265,29
35,0,25,1,2593,1,54100,0.0,18,0,6.0,4,5,0,4,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,3,3,2.0,1.0,1.0,6.594681026365348,25
28,0,21,1,2594,3,79780,1.0,16,2,5.0,2,5,1,4,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,3,3,3.0,3.0,2.0,6.666081999029597,32
31,0,23,1,2595,1,38670,1.0,11,1,4.0,4,4,2,3,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,4,3,3.0,1.0,4.0,9.782472565157748,18
36,0,1,3,2596,2,28380,1.0,19,2,5.0,5,5,0,2,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,1,3,1.0,2.0,3.0,7.088763888888889,21
34,0,2,3,2597,4,46950,1.0,16,1,14.0,2,14,2,1,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,3,3,1.0,4.0,2.0,5.997830459770115,29
34,0,19,3,2598,1,33390,1.0,16,0,9.0,2,8,1,1,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,2,3,4.0,3.0,2.0,6.761289351851853,21
26,0,2,2,2599,2,20800,0.0,13,0,8.0,6,7,7,6,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,4,3,3.0,1.0,2.0,6.794783406754772,34
29,0,2,4,2600,2,20960,0.0,22,0,6.0,2,5,0,2,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,4,4,1.0,1.0,2.0,7.750866858237549,29
32,0,3,1,2601,3,62090,5.0,17,1,9.0,5,5,1,2,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,4,3,3.0,4.0,3.0,6.60344301382928,28
31,0,25,5,2602,2,180610,1.0,14,1,10.0,2,10,8,7,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,3,3,4.0,1.0,3.0,6.878268247326825,22
28,1,7,5,2603,2,171230,5.0,15,1,6.0,2,4,0,3,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,3,3.0,4.0,2.0,6.2911647591797815,28
38,0,9,2,2604,3,23720,4.0,12,0,20.0,3,1,0,0,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,2,3,1.0,1.0,2.0,7.1801578822412155,27
35,0,5,3,2605,2,48830,1.0,18,1,10.0,1,10,0,9,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,1,3,3.0,4.0,3.0,8.805177083333335,21
27,0,2,3,2606,1,39040,1.0,15,0,7.0,2,7,0,7,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,3,3,4.0,4.0,3.0,7.9143746993747,30
32,0,8,1,2607,2,46270,8.0,17,1,8.0,2,1,0,0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,2,3,4.0,4.0,3.0,7.296955828779598,17
31,1,2,1,2608,3,70940,1.0,14,1,10.0,2,10,0,8,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,3,3,1.0,4.0,3.0,10.304995291902072,25
53,1,18,3,2609,1,34230,6.0,15,1,15.0,4,2,2,2,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,3,3,1.0,1.0,2.0,10.803005910165485,26
54,0,14,3,2610,3,66740,3.0,17,1,9.0,2,4,2,3,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,3,3,1.0,3.0,2.0,7.91128699660359,32
33,0,2,4,2611,4,168800,1.0,14,3,9.0,2,9,2,8,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,3,3,4.0,3.0,3.0,7.88844228927203,29
43,0,3,3,2612,1,90940,1.0,12,1,10.0,0,10,0,9,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,3,3,1.0,3.0,3.0,7.4919927536231885,31
38,0,2,5,2613,4,84460,0.0,14,0,7.0,3,6,1,2,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,2,3,4.0,2.0,3.0,8.016118084611808,22
55,0,9,3,2614,2,119160,4.0,15,1,35.0,3,10,1,4,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,2,3,3.0,2.0,3.0,8.237924285044539,24
31,0,6,3,2615,1,45340,1.0,13,0,1.0,2,1,0,0,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,3,3,4.0,4.0,3.0,10.80042699724518,19
39,0,4,3,2616,2,98520,0.0,12,1,21.0,5,20,11,10,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,2,3,2.0,1.0,3.0,6.100789894833105,18
42,0,10,4,2617,2,61510,1.0,13,1,20.0,3,20,3,7,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,3,3,4.0,3.0,3.0,6.5954124940391035,28
31,0,14,2,2618,2,23020,4.0,14,0,13.0,3,11,4,8,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,3,3,3.0,3.0,4.0,6.112748665696263,32
54,0,1,3,2619,2,23620,6.0,13,1,9.0,2,5,1,4,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,4,3,3.0,1.0,3.0,10.46367270531401,31
24,0,5,4,2620,1,178610,1.0,11,2,4.0,5,4,1,2,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,1,3,2.0,3.0,2.0,6.87842056932966,19
23,0,7,3,2621,2,191870,1.0,11,1,5.0,2,5,1,4,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,3,3,4.0,4.0,4.0,6.989227053140097,31
40,0,21,3,2622,3,197170,1.0,21,0,10.0,1,10,9,4,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,2,4,4.0,3.0,4.0,7.8108961352657005,31
40,0,8,1,2623,5,35440,3.0,18,3,15.0,3,11,5,10,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,2,3,2.0,2.0,3.0,6.205795297372061,20
25,0,20,5,2624,2,85000,4.0,12,0,6.0,2,2,1,2,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,3,3,3.0,2.0,3.0,6.186274717514125,25
30,0,20,4,2625,2,46610,1.0,11,0,12.0,3,12,1,7,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,2,3,4.0,2.0,2.0,6.082886122637159,20
25,0,7,2,2626,5,41030,6.0,15,1,7.0,2,2,0,2,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,3,3,4.0,3.0,2.0,10.186044685990339,31
47,0,1,4,2627,2,42490,2.0,13,1,25.0,2,17,12,11,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,2,3,1.0,3.0,3.0,7.804060283687942,26
33,0,1,3,2628,2,140260,1.0,12,0,1.0,4,1,0,0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,3,3,2.0,3.0,2.0,6.20551536643026,26
38,0,19,3,2629,2,68930,0.0,17,0,16.0,3,15,5,8,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,3,3,4.0,2.0,3.0,7.887488473951129,20
31,0,10,4,2630,3,61250,0.0,13,1,3.0,3,2,1,2,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,3,3,1.0,3.0,3.0,7.20173928077455,20
38,0,1,4,2631,2,36690,2.0,19,0,10.0,2,8,7,7,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,3,3,1.0,3.0,3.0,6.505002286236854,18
42,0,6,3,2632,2,100080,6.0,19,1,9.0,3,4,1,2,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,1,3,4.0,1.0,2.0,9.820030473511489,24
41,0,2,2,2633,1,23870,3.0,17,1,12.0,1,5,1,0,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,1,3,4.0,4.0,3.0,7.692067510548523,24
47,0,21,2,2634,1,46390,0.0,11,1,14.0,2,13,5,12,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,2,3,3.0,2.0,1.0,7.175159752026706,28
35,0,4,3,2635,2,78980,7.0,15,0,5.0,2,2,2,2,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,2,3,4.0,3.0,3.0,10.434484618916436,19
22,0,12,1,2636,2,25340,0.0,11,0,4.0,1,3,1,2,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,3,3,4.0,3.0,4.0,6.435723593964335,18
35,0,9,3,2637,2,131420,1.0,25,2,10.0,4,10,0,8,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,3,4,2.0,3.0,3.0,8.021547281323876,26
33,0,3,4,2638,3,16110,0.0,14,0,10.0,2,9,8,1,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,2,3,2.0,4.0,3.0,9.09485935302391,24
32,0,3,2,2639,3,53630,1.0,13,0,6.0,4,6,4,1,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,3,3,3.0,2.0,3.0,7.001826878745966,20
40,0,1,4,2640,2,50710,8.0,17,1,8.0,3,1,0,0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,2,3,1.0,4.0,2.0,6.184851394604481,18
32,0,1,2,2641,3,136950,0.0,13,0,3.0,3,2,2,2,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,3,3,2.0,2.0,3.0,6.001692028985507,31
39,0,4,4,2642,1,134020,7.0,14,1,18.0,1,7,1,7,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,3,3,1.0,4.0,3.0,8.016600694444444,21
38,0,20,4,2643,2,20290,3.0,11,1,20.0,3,18,1,11,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,2,3,2.0,3.0,3.0,8.024595410628018,31
32,0,18,3,2644,2,63770,1.0,12,2,14.0,3,14,5,7,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,3,3,3.0,4.0,3.0,7.8913028007346195,19
37,0,1,3,2645,4,54290,1.0,17,1,16.0,3,16,6,8,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,3,3,3.0,4.0,3.0,9.417802185030217,22
25,0,2,4,2646,2,27850,0.0,21,0,6.0,2,5,0,4,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,3,4,1.0,3.0,2.0,8.030438218390804,29
52,0,2,4,2647,1,46140,2.0,16,1,16.0,3,9,0,0,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,3,3,1.0,4.0,2.0,6.812064471879286,18
44,0,8,1,2648,1,26100,6.0,15,0,6.0,2,4,1,2,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,3,3,2.0,4.0,3.0,10.769022131887986,15
21,0,10,5,2649,3,66870,1.0,19,3,2.0,0,2,1,2,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,3,3,3.0,1.0,3.0,8.209698275862069,29
39,0,3,4,2650,2,47240,2.0,12,1,21.0,4,6,1,3,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,4,3,4.0,4.0,2.0,6.314996312684366,35
23,1,2,4,2651,2,61790,1.0,11,0,1.0,3,1,1,0,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,3,3,4.0,1.0,2.0,7.9576430615164515,28
36,0,24,3,2652,2,61200,0.0,19,0,10.0,2,9,3,4,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,3,3,1.0,4.0,3.0,7.830423338185346,32
36,0,16,1,2653,2,105960,7.0,15,0,18.0,3,4,0,2,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,2,3,4.0,2.0,3.0,7.825021008403361,23
56,0,8,1,2654,1,54670,1.0,20,0,13.0,6,13,1,9,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,2,4,3.0,3.0,2.0,6.620111585944919,27
29,1,9,4,2655,2,29960,9.0,25,0,4.0,4,2,2,2,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,3,4,1.0,4.0,4.0,10.876961134954698,28
42,0,17,1,2656,3,99980,5.0,24,2,24.0,3,22,4,14,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,2,4,1.0,3.0,2.0,7.3782815442561205,25
56,1,10,4,2657,2,40780,8.0,24,1,14.0,3,10,9,8,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,3,4,4.0,3.0,1.0,6.812821327683616,25
41,0,13,4,2658,1,109200,0.0,15,1,21.0,3,20,0,10,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4,3,1.0,2.0,3.0,7.812496468926554,25
34,0,1,3,2659,1,62320,1.0,13,1,8.0,3,8,1,7,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,3,3,4.0,3.0,3.0,7.357590187590187,30
36,0,1,1,2660,1,132470,1.0,14,0,15.0,3,15,11,11,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,3,3,4.0,4.0,2.0,7.69374655647383,19
41,0,1,5,2661,1,40810,2.0,13,0,14.0,3,5,0,4,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,3,3,3.0,2.0,3.0,7.083069561157797,23
32,0,9,4,2662,2,57690,1.0,11,0,4.0,3,4,1,2,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,3,3,4.0,1.0,3.0,6.697839896858884,24
35,0,16,3,2663,2,23940,1.0,16,1,9.0,3,9,1,7,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,3,3,3.0,4.0,3.0,10.486130705394192,20
38,0,23,3,2664,3,39040,1.0,22,0,10.0,3,10,1,9,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,2,4,1.0,4.0,3.0,6.913981102003643,17
50,1,4,2,2665,2,167990,7.0,14,1,12.0,2,6,0,1,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2,3,2.0,3.0,3.0,7.196671394799055,26
36,0,22,4,2666,1,29500,4.0,14,0,8.0,1,6,0,0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,2,3,2.0,4.0,2.0,6.297541666666666,21
45,0,24,3,2667,1,36290,8.0,16,1,8.0,2,5,0,1,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,4,3,4.0,3.0,3.0,6.082725321888412,28
40,0,10,4,2668,1,93620,2.0,11,1,8.0,6,2,2,2,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,3,3,3.0,3.0,3.0,6.21671196948021,28
35,0,7,2,2669,2,32290,1.0,25,0,10.0,2,10,0,2,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,2,4,3.0,3.0,4.0,8.381166666666669,16
40,0,17,4,2670,1,35780,2.0,14,1,20.0,2,5,0,2,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,3,3,3.0,3.0,3.0,7.506722222222223,31
35,0,14,1,2671,2,79880,1.0,18,0,4.0,3,4,1,1,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,3,3,3.0,4.0,3.0,6.899807504873293,33
29,0,1,3,2672,3,42840,4.0,11,0,10.0,5,4,0,3,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,2,3,4.0,2.0,3.0,9.795089869281046,23
29,0,5,3,2673,2,75530,1.0,19,0,5.0,3,5,0,4,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,3,3,4.0,1.0,1.0,6.116676499508358,35
50,1,17,3,2674,1,173280,4.0,15,2,20.0,1,3,2,0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,3,3,4.0,1.0,3.0,9.596655982905983,27
39,0,25,3,2675,2,197010,0.0,11,0,21.0,3,20,9,6,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,4,3,2.0,4.0,2.0,7.494827134000953,28
31,0,8,4,2676,4,147320,0.0,12,0,10.0,3,9,1,7,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,3,3,2.0,1.0,3.0,7.26115721040189,26
26,0,11,4,2677,2,92780,0.0,20,0,5.0,3,4,0,0,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,3,4,4.0,3.0,3.0,7.523019005847954,33
36,0,5,1,2678,1,13590,4.0,12,0,17.0,2,5,0,3,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,3,3,3.0,4.0,3.0,7.697297358834244,17
39,0,2,1,2679,1,47790,4.0,14,2,9.0,3,7,1,7,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,3,3,4.0,1.0,3.0,5.987375910746812,17
27,0,8,2,2680,1,164220,1.0,20,1,6.0,3,6,0,3,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,3,4,2.0,2.0,3.0,9.295790330079033,22
49,0,6,1,2681,3,29960,2.0,18,1,17.0,2,9,0,8,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,2,3,4.0,2.0,2.0,6.415900997150998,27
34,0,4,3,2682,1,12610,2.0,14,1,6.0,6,4,1,2,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,3,3,2.0,3.0,4.0,6.470493025493026,30
41,1,7,2,2683,1,20990,8.0,12,1,8.0,2,6,0,5,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,3,3,2.0,4.0,1.0,8.594232301922176,24
49,0,1,4,2684,2,58100,1.0,21,1,10.0,2,10,1,7,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,3,4,3.0,2.0,3.0,6.697707115009746,33
37,1,2,3,2685,1,56470,6.0,19,0,7.0,2,0,0,0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,3,3,4.0,3.0,3.0,8.492027417027417,30
33,0,10,2,2686,2,34200,1.0,14,0,8.0,3,8,3,0,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,3,3,4.0,3.0,3.0,9.51720177970178,30
27,0,5,4,2687,4,44000,9.0,17,1,6.0,3,2,2,2,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,2,3,1.0,2.0,3.0,6.3870397153351695,19
32,0,9,2,2688,2,35000,0.0,16,1,8.0,2,7,3,6,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,2,3,4.0,4.0,2.0,7.246658462259728,24
59,0,2,2,2689,5,20660,4.0,12,1,12.0,3,1,0,0,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,3,3,3.0,1.0,2.0,9.9697350069735,22
30,0,11,4,2690,2,171690,1.0,17,2,1.0,2,1,0,0,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,3,3,4.0,3.0,3.0,6.396685660018993,27
38,0,18,4,2691,2,41620,0.0,15,1,10.0,1,9,1,8,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,3,3,4.0,3.0,3.0,7.990215537113878,20
36,0,7,3,2692,1,92040,6.0,23,1,17.0,2,7,7,7,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,3,4,3.0,3.0,2.0,7.820515173764072,34
35,0,3,4,2693,2,32940,0.0,11,0,6.0,2,5,0,3,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,3,3,1.0,2.0,3.0,7.497904896421845,25
29,0,29,4,2694,2,21270,0.0,11,1,10.0,3,9,0,8,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,2,3,4.0,3.0,3.0,10.72930316091954,29
31,0,2,2,2695,2,39750,1.0,15,1,5.0,3,5,4,3,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,3,3,1.0,3.0,2.0,6.335467224546722,22
34,0,28,3,2696,1,107930,0.0,11,3,3.0,1,2,1,2,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,2,3,2.0,4.0,3.0,7.589471982758622,29
29,0,16,2,2698,4,36460,1.0,14,0,10.0,3,10,8,8,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,4,3,2.0,1.0,3.0,8.0110807860262,32
32,0,22,3,2699,2,74460,0.0,19,0,7.0,3,6,0,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,3,3,1.0,2.0,2.0,10.69983190271817,28
22,0,8,3,2700,3,108510,1.0,16,1,1.0,2,1,0,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4,3,4.0,4.0,2.0,9.987742486338798,17
